Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
20/12/2023;14:00:12;0;0.69;3;7.64;0.01
20/12/2023;14:00:14;2;0;2.97;7.05;7.81
20/12/2023;14:00:16;4;0.69;2.93;7.05;7.81
20/12/2023;14:00:19;6;0.62;2.97;7.05;7.81
20/12/2023;14:00:21;8;0.69;2.92;7.05;7.81
20/12/2023;14:00:24;10;0.69;2.95;7.05;7.81
20/12/2023;14:00:26;12;0;2.89;90.08;99.95
20/12/2023;14:00:28;14;0.62;2.91;7.64;0.01
20/12/2023;14:00:31;16;0.62;2.88;7.05;7.81
20/12/2023;14:00:33;18;0.62;2.92;7.05;7.81
20/12/2023;14:00:35;20;0;2.83;7.64;0.01
20/12/2023;14:00:38;22;0.62;2.79;7.05;7.81
20/12/2023;14:00:40;24;0.62;2.79;7.05;7.81
20/12/2023;14:00:43;26;0.62;2.8;90.15;99.96
20/12/2023;14:00:45;28;0.56;2.78;90.17;10000,00%
20/12/2023;14:00:47;30;0;2.8;7.05;7.81
20/12/2023;14:00:50;32;0.62;2.78;7.05;7.81
20/12/2023;14:00:52;34;0.56;2.8;7.05;7.81
20/12/2023;14:00:54;36;0.62;2.76;7.05;7.81
20/12/2023;14:00:57;38;0.56;2.76;90.16;99.98
20/12/2023;14:00:59;40;0;2.79;7.64;0.01
20/12/2023;14:01:01;42;0.62;2.76;7.05;7.81
20/12/2023;14:01:04;44;0.62;2.79;7.05;7.81
20/12/2023;14:01:06;46;0.56;2.75;7.05;7.81
20/12/2023;14:01:09;48;0;2.79;7.05;7.81
20/12/2023;14:01:11;50;0.56;2.75;90.15;99.97
20/12/2023;14:01:13;52;0.62;2.75;7.05;7.81
20/12/2023;14:01:16;54;0.56;2.75;7.05;7.81
20/12/2023;14:01:18;56;0.62;2.75;7.05;7.81
20/12/2023;14:01:21;58;0;2.78;7.05;7.81
20/12/2023;14:01:23;60;0.56;2.76;7.05;7.82
20/12/2023;14:01:26;62;0.62;2.78;7.05;7.81
20/12/2023;14:01:28;64;0.56;2.74;7.05;7.81
20/12/2023;14:01:30;66;0.62;2.75;7.05;7.81
