Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
21/12/2023;15:21:59;0;-0.73;0.04;10.07;10
21/12/2023;15:22:01;2;-0.73;0.43;10.07;10
21/12/2023;15:22:03;4;-0.73;1.50;10.06;10
21/12/2023;15:22:06;6;0.62;2.22;10.06;10
21/12/2023;15:22:08;8;0.39;2.49;10.07;10
21/12/2023;15:22:10;10;0.21;2.44;10.07;10
21/12/2023;15:22:13;12;0.10;2.39;10.07;10
21/12/2023;15:22:15;14;0.10;2.23;10.07;10
21/12/2023;15:22:17;16;0.00;2.15;10.07;10
21/12/2023;15:22:19;18;-0.02;2.13;10.07;10
21/12/2023;15:22:22;20;0.04;2.09;10.07;10
21/12/2023;15:22:24;22;0.04;2.09;10.06;10
21/12/2023;15:22:26;24;0.00;2.09;10.06;10
21/12/2023;15:22:29;26;-0.02;2.07;10.07;10
21/12/2023;15:22:31;28;0.04;2.07;10.07;10
21/12/2023;15:22:33;30;0.04;2.06;10.06;10
21/12/2023;15:22:36;32;0.00;2.06;10.07;10
21/12/2023;15:22:38;34;-0.02;2.06;10.07;10
21/12/2023;15:22:40;36;0.04;2.05;10.07;10
21/12/2023;15:22:42;38;0.04;2.06;10.07;10
21/12/2023;15:22:45;40;0.00;2.07;10.06;10
21/12/2023;15:22:47;42;-0.02;2.06;10.07;10
21/12/2023;15:22:49;44;0.04;2.06;10.06;10
21/12/2023;15:22:52;46;0.04;2.06;10.06;10
21/12/2023;15:22:54;48;-0.02;2.06;10.06;10
21/12/2023;15:22:56;50;0.00;2.07;10.07;10
21/12/2023;15:22:59;52;0.04;2.05;10.07;10
21/12/2023;15:23:01;54;-0.02;2.05;10.06;10
21/12/2023;15:23:03;56;0.04;2.05;10.07;10
21/12/2023;15:23:05;58;0.00;2.05;10.07;10
21/12/2023;15:23:08;60;-0.02;2.02;10.07;10
21/12/2023;15:23:10;62;0.04;2.03;10.08;10
21/12/2023;15:23:12;64;-0.02;2.03;10.06;10
21/12/2023;15:23:15;66;0.00;2.03;10.06;10
21/12/2023;15:23:17;68;0.04;2.05;10.07;10
21/12/2023;15:23:19;70;-0.02;2.03;10.07;10
21/12/2023;15:23:22;72;0.04;2.03;10.07;10
21/12/2023;15:23:24;74;0.00;2.03;10.06;10
21/12/2023;15:23:26;76;-0.02;2.03;10.07;10
21/12/2023;15:23:28;78;0.04;2.02;10.07;10
21/12/2023;15:23:31;80;0.04;2.03;10.07;10
21/12/2023;15:23:33;82;0.00;2.03;10.07;10
21/12/2023;15:23:35;84;-0.02;2.03;10.07;10
21/12/2023;15:23:38;86;-0.02;2.03;10.07;10
21/12/2023;15:23:40;88;0.04;2.05;10.08;10
21/12/2023;15:23:42;90;-0.02;2.03;10.07;10
21/12/2023;15:23:45;92;0.00;2.02;10.07;10
21/12/2023;15:23:47;94;0.04;2.02;10.09;20
21/12/2023;15:23:49;96;0.04;1.96;10.07;20
21/12/2023;15:23:51;98;0.04;1.97;10.06;20
21/12/2023;15:23:54;100;0.00;1.98;10.07;20
21/12/2023;15:23:56;102;0.10;1.99;10.06;20
21/12/2023;15:23:58;104;0.10;1.97;10.07;20
21/12/2023;15:24:01;106;0.10;1.96;10.07;20
21/12/2023;15:24:03;108;0.00;1.98;10.07;20
21/12/2023;15:24:05;110;0.15;1.98;10.07;20
21/12/2023;15:24:08;112;0.10;1.98;10.07;20
21/12/2023;15:24:10;114;0.10;2.01;10.07;20
21/12/2023;15:24:12;116;0.00;1.97;10.07;20
21/12/2023;15:24:14;118;0.10;1.99;10.07;20
21/12/2023;15:24:17;120;0.10;1.98;10.06;20
21/12/2023;15:24:19;122;0.04;1.99;10.06;20
21/12/2023;15:24:21;124;0.00;1.99;10.06;20
21/12/2023;15:24:24;126;0.10;1.98;10.07;20
21/12/2023;15:24:26;128;0.10;1.99;10.07;20
21/12/2023;15:24:28;130;0.10;1.98;10.07;20
21/12/2023;15:24:31;132;0.15;2.01;10.06;20
21/12/2023;15:24:33;134;0.00;1.98;10.04;20
21/12/2023;15:24:35;136;0.10;1.98;10.07;20
21/12/2023;15:24:37;138;0.10;1.99;10.07;20
21/12/2023;15:24:40;140;0.10;1.98;10.07;20
21/12/2023;15:24:42;142;0.00;1.98;10.07;20
21/12/2023;15:24:44;144;0.10;1.98;10.45;30
21/12/2023;15:24:47;146;0.10;1.96;10.10;30
21/12/2023;15:24:49;148;0.15;1.94;10.06;30
21/12/2023;15:24:51;150;0.00;1.98;10.11;30
21/12/2023;15:24:54;152;0.10;1.96;10.08;30
21/12/2023;15:24:56;154;0.15;1.94;9.60;30
21/12/2023;15:24:58;156;0.15;1.96;9.82;30
21/12/2023;15:25:01;158;0.00;1.96;10.09;30
21/12/2023;15:25:03;160;0.15;1.96;10.11;30
21/12/2023;15:25:05;162;0.15;1.96;10.07;30
21/12/2023;15:25:07;164;0.15;1.97;10.03;30
21/12/2023;15:25:10;166;0.00;1.96;10.08;30
21/12/2023;15:25:12;168;0.15;1.97;10.05;30
21/12/2023;15:25:14;170;0.15;1.96;10.06;30
