Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
21/12/2023;09:20:21;0;-0.9;0.03;10.07;7.82
21/12/2023;09:20:23;2;-0.9;0.03;10.07;7.81
21/12/2023;09:20:26;4;0;0.03;10.07;7.8
21/12/2023;09:20:28;6;-0.9;1.83;10.92;0.02
21/12/2023;09:20:30;8;1.48;3.32;10.07;7.81
21/12/2023;09:20:33;10;1.04;3.51;10.92;0.02
21/12/2023;09:20:35;12;0;3.48;10.07;7.82
21/12/2023;09:20:37;14;0.73;3.48;10.07;7.81
21/12/2023;09:20:39;16;0.73;3.44;10.07;7.81
21/12/2023;09:20:42;18;0.73;3.44;10.07;7.81
21/12/2023;09:20:44;20;0.73;3.43;10.07;7.82
21/12/2023;09:20:46;22;0;3.43;10.07;7.81
21/12/2023;09:20:49;24;0.73;3.41;10.07;7.81
21/12/2023;09:20:51;26;0.73;3.4;128.7;99.96
21/12/2023;09:20:53;28;0.66;3.4;10.07;7.81
21/12/2023;09:20:55;30;0;3.4;10.07;7.82
21/12/2023;09:20:58;32;0.73;3.4;10.07;7.81
21/12/2023;09:21:00;34;0.73;3.4;10.07;7.81
21/12/2023;09:21:02;36;0.73;3.39;10.07;7.82
21/12/2023;09:21:05;38;0;3.41;10.07;7.81
21/12/2023;09:21:07;40;0.66;3.39;10.07;7.81
21/12/2023;09:21:09;42;0.73;3.39;10.07;7.81
21/12/2023;09:21:11;44;0.73;3.38;10.07;7.82
21/12/2023;09:21:14;46;0;3.39;10.07;7.81
21/12/2023;09:21:16;48;0.66;3.39;10.07;7.81
21/12/2023;09:21:18;50;0.73;3.39;10.07;7.82
21/12/2023;09:21:21;52;0.73;3.4;10.07;7.81
21/12/2023;09:21:23;54;0;3.38;10.07;7.81
21/12/2023;09:21:25;56;0.66;3.38;10.07;7.81
21/12/2023;09:21:28;58;0.73;3.38;128.77;
21/12/2023;09:21:30;60;0.66;3.38;10.92;0.02
21/12/2023;09:21:32;62;0;3.38;10.07;7.82
21/12/2023;09:21:34;64;0.73;3.36;10.07;7.82
21/12/2023;09:21:37;66;0.66;3.38;10.07;7.81
21/12/2023;09:21:39;68;0.73;3.38;10.07;7.81
21/12/2023;09:21:41;70;0;3.35;10.07;7.82
21/12/2023;09:21:43;72;0.66;3.35;128.78;99.94
21/12/2023;09:21:46;74;0.66;3.35;10.07;7.81
21/12/2023;09:21:48;76;0.73;3.36;10.07;7.81
21/12/2023;09:21:50;78;0;3.38;10.07;7.81
21/12/2023;09:21:53;80;0.66;3.35;10.07;7.82
21/12/2023;09:21:55;82;0.73;3.35;10.07;7.81
21/12/2023;09:21:57;84;0.66;3.36;10.07;7.81
21/12/2023;09:21:59;86;0.73;3.36;10.07;7.82
21/12/2023;09:22:02;88;0;3.35;10.07;7.81
21/12/2023;09:22:04;90;0.66;3.35;10.07;7.81
21/12/2023;09:22:06;92;0.73;3.36;10.07;16.02
21/12/2023;09:22:09;94;0.66;3.36;10.07;16.01
21/12/2023;09:22:11;96;0;3.36;10.07;16.01
21/12/2023;09:22:13;98;0.66;3.35;10.07;16.02
21/12/2023;09:22:16;100;0.73;3.34;10.07;16.02
21/12/2023;09:22:18;102;0.66;3.35;10.07;16.01
21/12/2023;09:22:20;104;0;3.31;10.07;16.02
21/12/2023;09:22:23;106;0.73;3.32;10.07;16.02
21/12/2023;09:22:25;108;0.66;3.38;11.98;0.02
21/12/2023;09:22:27;110;0.66;3.39;10.07;16.01
21/12/2023;09:22:29;112;0;3.4;10.07;16.02
21/12/2023;09:22:32;114;0.73;3.44;10.07;16.02
21/12/2023;09:22:34;116;0.73;3.44;10.07;16.02
21/12/2023;09:22:36;118;0.66;3.4;10.07;16.02
21/12/2023;09:22:39;120;0;3.47;10.07;16.01
21/12/2023;09:22:41;122;0.73;3.47;10.07;16.02
21/12/2023;09:22:43;124;0.73;3.44;10.07;16.01
21/12/2023;09:22:45;126;0.73;3.47;10.07;16.01
