Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
22/12/2023;13:47:03;0;0.60;3.38;5.03;7.81
22/12/2023;13:47:06;2;0.60;3.34;5.03;7.81
22/12/2023;13:47:09;4;0.60;3.31;5.03;7.81
22/12/2023;13:47:11;6;0.21;3.30;5.03;7.81
22/12/2023;13:47:14;8;0.16;3.27;5.03;7.81
22/12/2023;13:47:16;10;0.11;3.27;5.03;7.81
22/12/2023;13:47:19;12;0.16;3.14;5.03;7.81
22/12/2023;13:47:22;14;0.16;3.02;5.03;7.81
22/12/2023;13:47:24;16;0.11;2.83;5.03;7.81
22/12/2023;13:47:27;18;0.11;2.83;5.03;7.81
22/12/2023;13:47:29;20;0.06;2.80;5.03;7.81
22/12/2023;13:47:32;22;0.06;2.80;5.03;7.81
22/12/2023;13:47:35;24;0.11;2.80;5.03;7.81
22/12/2023;13:47:37;26;0.06;2.78;5.03;7.82
22/12/2023;13:47:40;28;0.11;2.76;5.03;7.81
22/12/2023;13:47:42;30;0.06;2.75;5.03;7.81
22/12/2023;13:47:45;32;0.06;2.74;5.03;7.81
22/12/2023;13:47:48;34;0.11;2.74;5.03;7.81
22/12/2023;13:47:50;36;0.06;2.74;5.03;7.81
22/12/2023;13:47:53;38;0.11;2.71;5.03;16.01
22/12/2023;13:47:55;40;0.00;2.70;5.03;16.02
22/12/2023;13:47:58;42;0.16;2.69;5.03;16.02
22/12/2023;13:48:01;44;0.11;2.70;5.03;16.02
22/12/2023;13:48:03;46;0.11;2.67;5.03;16.02
22/12/2023;13:48:06;48;0.16;2.67;5.03;16.01
22/12/2023;13:48:08;50;0.11;2.67;5.03;16.02
22/12/2023;13:48:11;52;0.11;2.69;5.03;16.01
22/12/2023;13:48:14;54;0.00;2.66;5.03;16.02
22/12/2023;13:48:16;56;0.16;2.70;5.03;16.02
22/12/2023;13:48:19;58;0.11;2.70;5.03;16.02
22/12/2023;13:48:21;60;0.16;2.70;5.99;0.01
22/12/2023;13:48:24;62;0.16;2.70;5.03;16.01
22/12/2023;13:48:26;64;0.11;2.71;5.03;16.02
22/12/2023;13:48:29;66;0.00;2.70;5.03;16.02
22/12/2023;13:48:32;68;0.16;2.70;5.03;16.02
22/12/2023;13:48:34;70;0.11;2.70;5.03;16.02
22/12/2023;13:48:37;72;0.16;2.69;5.03;16.02
22/12/2023;13:48:39;74;0.11;2.69;5.03;16.02
22/12/2023;13:48:42;76;0.16;2.69;5.03;16.01
22/12/2023;13:48:45;78;0.11;2.69;5.03;16.02
22/12/2023;13:48:47;80;0.16;2.70;5.03;16.01
22/12/2023;13:48:50;82;0.00;2.76;5.03;16.02
22/12/2023;13:48:52;84;0.16;2.78;5.03;16.02
22/12/2023;13:48:55;86;0.11;2.78;5.03;16.02
22/12/2023;13:48:58;88;0.16;2.78;5.03;16.02
22/12/2023;13:49:00;90;0.16;2.78;5.03;16.01
22/12/2023;13:49:03;92;0.11;2.75;5.03;16.02
22/12/2023;13:49:05;94;0.16;2.75;5.03;16.01
22/12/2023;13:49:08;96;0.00;2.78;5.03;23.83
22/12/2023;13:49:11;98;0.16;2.74;5.03;23.83
22/12/2023;13:49:13;100;0.21;2.75;5.03;23.83
22/12/2023;13:49:16;102;0.21;2.75;5.03;23.83
22/12/2023;13:49:18;104;0.16;2.76;5.03;23.83
22/12/2023;13:49:21;106;0.21;2.76;5.03;23.83
22/12/2023;13:49:24;108;0.21;2.75;5.03;23.83
22/12/2023;13:49:26;110;0.00;2.76;5.03;23.83
22/12/2023;13:49:29;112;0.21;2.75;5.03;23.83
22/12/2023;13:49:31;114;0.21;2.74;5.03;23.83
22/12/2023;13:49:34;116;0.21;2.74;5.03;23.83
22/12/2023;13:49:37;118;0.16;2.75;5.03;23.83
22/12/2023;13:49:39;120;0.21;2.75;5.03;23.83
22/12/2023;13:49:42;122;0.21;2.74;5.03;23.83
22/12/2023;13:49:44;124;0.00;2.74;5.03;23.83
22/12/2023;13:49:47;126;0.21;2.75;21.12;100.00
22/12/2023;13:49:50;128;0.16;2.74;5.03;23.83
22/12/2023;13:49:52;130;0.21;2.74;5.03;23.83
22/12/2023;13:49:55;132;0.21;2.75;5.03;23.83
22/12/2023;13:49:57;134;0.16;2.74;5.03;23.83
22/12/2023;13:50:00;136;0.21;2.74;5.03;23.83
22/12/2023;13:50:02;138;0.00;2.74;5.03;23.82
22/12/2023;13:50:05;140;0.21;2.75;5.03;23.83
22/12/2023;13:50:08;142;0.16;2.74;5.03;23.83
22/12/2023;13:50:10;144;0.21;2.72;5.03;23.83
22/12/2023;13:50:13;146;0.21;2.72;5.03;23.83
22/12/2023;13:50:15;148;0.21;2.72;5.03;23.83
22/12/2023;13:50:18;150;0.16;2.75;6.61;0.01
22/12/2023;13:50:20;152;0.00;2.72;5.03;23.83
22/12/2023;13:50:23;154;0.21;2.72;5.03;23.83
