Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
21/12/2023;12:30:00;0;0.66;3.48;10.07;10
21/12/2023;12:30:03;2;0.73;3.66;10.07;10
21/12/2023;12:30:05;4;0.66;3.65;10.06;10
21/12/2023;12:30:07;6;0.66;3.62;10.07;10
21/12/2023;12:30:10;8;0.66;3.62;10.07;10
21/12/2023;12:30:12;10;0.66;3.61;10.06;10
21/12/2023;12:30:14;12;0.23;3.64;10.07;10
21/12/2023;12:30:17;14;0.16;3.60;10.07;10
21/12/2023;12:30:19;16;0.16;3.60;10.06;10
21/12/2023;12:30:21;18;0.23;3.61;10.07;10
21/12/2023;12:30:23;20;0.16;3.60;10.07;10
21/12/2023;12:30:26;22;0.16;3.62;10.06;10
21/12/2023;12:30:28;24;0.16;3.60;10.07;10
21/12/2023;12:30:30;26;0.16;3.58;10.07;10
21/12/2023;12:30:33;28;0.23;3.58;10.07;10
21/12/2023;12:30:35;30;0.16;3.57;10.07;10
21/12/2023;12:30:37;32;0.16;3.58;10.08;10
21/12/2023;12:30:40;34;0.16;3.56;10.07;10
21/12/2023;12:30:42;36;0.16;3.57;10.06;10
21/12/2023;12:30:44;38;0.16;3.57;10.06;10
21/12/2023;12:30:46;40;0.23;3.60;10.07;10
21/12/2023;12:30:49;42;0.16;3.57;10.07;10
21/12/2023;12:30:51;44;0.00;3.57;10.07;10
21/12/2023;12:30:53;46;0.16;3.57;10.07;10
21/12/2023;12:30:56;48;0.16;3.56;10.07;10
21/12/2023;12:30:58;50;0.16;3.57;10.07;10
21/12/2023;12:31:00;52;0.00;3.58;10.06;10
21/12/2023;12:31:03;54;0.23;3.57;10.07;10
21/12/2023;12:31:05;56;0.16;3.57;10.07;20
21/12/2023;12:31:07;58;0.16;3.57;10.07;20
21/12/2023;12:31:09;60;0.00;3.53;10.07;20
21/12/2023;12:31:12;62;0.29;3.52;10.07;20
21/12/2023;12:31:14;64;0.29;3.51;10.07;20
21/12/2023;12:31:16;66;0.23;3.52;10.07;20
21/12/2023;12:31:19;68;0.00;3.53;10.07;20
21/12/2023;12:31:21;70;0.29;3.53;10.06;20
21/12/2023;12:31:23;72;0.29;3.53;10.06;20
21/12/2023;12:31:26;74;0.29;3.51;10.06;20
21/12/2023;12:31:28;76;0.00;3.51;10.08;20
21/12/2023;12:31:30;78;0.23;3.52;10.06;20
21/12/2023;12:31:32;80;0.29;3.53;10.07;20
21/12/2023;12:31:35;82;0.29;3.52;10.12;20
21/12/2023;12:31:37;84;0.29;3.51;10.07;20
21/12/2023;12:31:39;86;0.00;3.53;10.09;20
21/12/2023;12:31:42;88;0.23;3.52;10.07;20
21/12/2023;12:31:44;90;0.29;3.47;10.05;20
21/12/2023;12:31:46;92;0.29;3.48;10.07;20
21/12/2023;12:31:49;94;0.00;3.48;10.07;20
21/12/2023;12:31:51;96;0.23;3.45;10.07;20
21/12/2023;12:31:53;98;0.29;3.45;10.07;20
21/12/2023;12:31:55;100;0.29;3.48;10.07;20
21/12/2023;12:31:58;102;0.00;3.48;10.07;20
21/12/2023;12:32:00;104;0.23;3.45;10.07;20
21/12/2023;12:32:02;106;0.29;3.45;10.09;30
21/12/2023;12:32:05;108;0.29;3.45;10.06;30
21/12/2023;12:32:07;110;0.00;3.44;10.07;30
21/12/2023;12:32:09;112;0.35;3.43;10.07;30
21/12/2023;12:32:12;114;0.29;3.43;10.08;30
21/12/2023;12:32:14;116;0.35;3.43;10.07;30
21/12/2023;12:32:16;118;0.00;3.43;10.06;30
21/12/2023;12:32:18;120;0.29;3.41;10.07;30
21/12/2023;12:32:21;122;0.35;3.43;10.07;30
