Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
22/12/2023;14:36:12;0;0.00;3.71;10.07;7.81
22/12/2023;14:36:15;2;0.10;3.62;10.07;7.81
22/12/2023;14:36:17;4;0.05;3.60;10.07;7.81
22/12/2023;14:36:19;6;0.05;3.52;10.07;7.81
22/12/2023;14:36:22;8;0.00;3.44;10.07;7.81
22/12/2023;14:36:24;10;0.05;3.40;10.07;7.81
22/12/2023;14:36:26;12;0.05;3.40;10.07;7.81
22/12/2023;14:36:28;14;0.05;3.39;10.07;7.81
22/12/2023;14:36:31;16;0.00;3.40;10.07;7.81
22/12/2023;14:36:33;18;0.05;3.40;10.07;7.81
22/12/2023;14:36:35;20;0.05;3.41;10.07;7.81
22/12/2023;14:36:38;22;0.05;3.40;10.07;7.81
22/12/2023;14:36:40;24;0.00;3.39;10.07;7.81
22/12/2023;14:36:42;26;0.05;3.39;10.07;7.81
22/12/2023;14:36:45;28;0.05;3.39;10.07;7.81
22/12/2023;14:36:47;30;0.05;3.38;10.07;7.81
22/12/2023;14:36:49;32;0.05;3.38;10.07;7.81
22/12/2023;14:36:51;34;0.00;3.39;10.07;7.81
22/12/2023;14:36:54;36;0.05;3.38;10.07;7.81
22/12/2023;14:36:56;38;0.05;3.38;10.07;7.81
22/12/2023;14:36:58;40;0.05;3.38;10.07;7.81
22/12/2023;14:37:01;42;0.00;3.38;10.07;7.81
22/12/2023;14:37:03;44;0.05;3.38;10.07;7.81
22/12/2023;14:37:05;46;0.05;3.36;10.07;7.81
22/12/2023;14:37:07;48;0.05;3.36;10.07;7.81
22/12/2023;14:37:10;50;0.00;3.32;10.07;7.81
22/12/2023;14:37:12;52;0.05;3.34;10.07;7.81
22/12/2023;14:37:14;54;0.15;3.34;10.07;16.01
22/12/2023;14:37:17;56;0.15;3.31;10.07;16.01
22/12/2023;14:37:19;58;0.00;3.32;10.07;16.01
22/12/2023;14:37:21;60;0.10;3.34;10.07;16.01
22/12/2023;14:37:23;62;0.15;3.34;10.07;16.01
22/12/2023;14:37:25;64;0.00;3.35;10.07;16.01
22/12/2023;14:37:27;66;0.15;3.34;10.07;16.01
22/12/2023;14:37:29;68;0.10;3.34;10.07;16.01
22/12/2023;14:37:32;70;0.15;3.31;10.07;16.01
22/12/2023;14:37:34;72;0.00;3.35;10.07;16.01
22/12/2023;14:37:36;74;0.15;3.31;10.07;16.01
22/12/2023;14:37:38;76;0.15;3.30;10.07;16.01
22/12/2023;14:37:40;78;0.00;3.31;10.07;16.01
22/12/2023;14:37:42;80;0.15;3.30;10.07;16.01
22/12/2023;14:37:45;82;0.15;3.34;10.07;16.01
22/12/2023;14:37:47;84;0.15;3.51;10.07;16.01
22/12/2023;14:37:49;86;0.00;3.49;10.07;16.01
22/12/2023;14:37:51;88;0.20;3.60;10.07;16.01
22/12/2023;14:37:54;90;0.15;3.57;10.07;16.01
22/12/2023;14:37:56;92;0.15;3.57;10.07;16.01
