Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
21/12/2023;13:28:00;0;0.46;3.01;7.06;10
21/12/2023;13:28:03;2;0.05;3.00;7.05;10
21/12/2023;13:28:05;4;0.11;2.98;7.05;10
21/12/2023;13:28:08;6;0.00;2.97;7.05;10
21/12/2023;13:28:10;8;0.05;2.93;7.04;10
21/12/2023;13:28:12;10;0.05;2.87;7.04;10
21/12/2023;13:28:15;12;0.05;2.82;7.05;10
21/12/2023;13:28:17;14;-0.01;2.80;7.05;10
21/12/2023;13:28:20;16;0.00;2.80;7.05;10
21/12/2023;13:28:22;18;0.05;2.75;7.04;10
21/12/2023;13:28:25;20;-0.01;2.70;7.03;10
21/12/2023;13:28:27;22;0.05;2.74;7.05;10
21/12/2023;13:28:29;24;-0.01;2.72;7.05;10
21/12/2023;13:28:32;26;0.00;2.72;7.04;10
21/12/2023;13:28:34;28;-0.01;2.74;7.05;10
21/12/2023;13:28:37;30;0.05;2.72;7.04;10
21/12/2023;13:28:39;32;-0.01;2.72;7.04;10
21/12/2023;13:28:42;34;-0.01;2.71;7.05;10
21/12/2023;13:28:44;36;0.00;2.71;7.04;10
21/12/2023;13:28:46;38;0.05;2.70;7.05;10
21/12/2023;13:28:49;40;-0.01;2.69;7.04;10
21/12/2023;13:28:51;42;-0.01;2.69;7.05;10
21/12/2023;13:28:54;44;-0.01;2.69;7.05;10
21/12/2023;13:28:56;46;0.00;2.67;7.05;10
21/12/2023;13:28:59;48;0.05;2.69;7.05;10
21/12/2023;13:29:01;50;-0.01;2.67;7.04;10
21/12/2023;13:29:03;52;-0.01;2.67;7.03;10
21/12/2023;13:29:06;54;-0.01;2.70;7.05;10
21/12/2023;13:29:08;56;-0.01;2.69;7.05;10
21/12/2023;13:29:11;58;0.00;2.67;7.05;10
21/12/2023;13:29:13;60;-0.01;2.67;7.05;10
21/12/2023;13:29:16;62;-0.01;2.67;7.04;10
21/12/2023;13:29:18;64;-0.01;2.67;7.04;10
21/12/2023;13:29:20;66;0.05;2.67;7.05;10
21/12/2023;13:29:23;68;0.00;2.67;7.05;10
21/12/2023;13:29:25;70;-0.01;2.66;7.05;10
21/12/2023;13:29:28;72;-0.01;2.66;7.04;10
21/12/2023;13:29:30;74;-0.01;2.66;7.04;10
21/12/2023;13:29:33;76;0.05;2.75;7.05;10
21/12/2023;13:29:35;78;0.00;2.76;7.05;10
21/12/2023;13:29:37;80;-0.01;2.76;7.05;10
21/12/2023;13:29:40;82;0.05;2.75;7.04;20
21/12/2023;13:29:42;84;0.05;2.75;7.03;20
21/12/2023;13:29:45;86;-0.01;2.74;7.05;20
21/12/2023;13:29:47;88;0.00;2.75;7.05;20
21/12/2023;13:29:50;90;0.05;2.71;7.09;20
21/12/2023;13:29:52;92;0.05;2.69;7.09;20
21/12/2023;13:29:54;94;0.11;2.70;7.00;20
21/12/2023;13:29:57;96;0.11;2.69;6.96;20
21/12/2023;13:29:59;98;0.00;2.70;7.04;20
21/12/2023;13:30:02;100;0.11;2.70;7.10;20
21/12/2023;13:30:04;102;0.11;2.70;7.09;20
21/12/2023;13:30:07;104;0.11;2.70;7.03;20
21/12/2023;13:30:09;106;0.11;2.70;6.96;20
21/12/2023;13:30:11;108;0.00;2.70;7.09;20
21/12/2023;13:30:14;110;0.11;2.70;7.10;20
21/12/2023;13:30:16;112;0.11;2.66;7.07;20
21/12/2023;13:30:19;114;0.05;2.69;6.99;20
21/12/2023;13:30:21;116;0.17;2.72;6.96;20
21/12/2023;13:30:24;118;0.00;2.72;6.98;20
21/12/2023;13:30:26;120;0.11;2.72;7.03;20
21/12/2023;13:30:28;122;0.11;2.72;7.10;20
21/12/2023;13:30:31;124;0.11;2.72;7.13;20
21/12/2023;13:30:33;126;0.11;2.72;7.10;20
21/12/2023;13:30:36;128;0.00;2.72;7.05;20
21/12/2023;13:30:38;130;0.11;2.72;6.98;20
21/12/2023;13:30:41;132;0.11;2.74;7.01;20
21/12/2023;13:30:43;134;0.11;2.72;7.10;20
21/12/2023;13:30:45;136;0.11;2.74;7.11;20
21/12/2023;13:30:48;138;0.17;2.72;7.09;20
21/12/2023;13:30:50;140;0.00;2.74;7.04;20
21/12/2023;13:30:53;142;0.11;2.71;6.98;20
21/12/2023;13:30:55;144;0.11;2.72;6.94;20
21/12/2023;13:30:58;146;0.11;2.72;7.05;20
21/12/2023;13:31:00;148;0.11;2.72;7.12;20
21/12/2023;13:31:02;150;0.00;2.71;7.08;20
21/12/2023;13:31:05;152;0.11;2.71;7.05;20
21/12/2023;13:31:07;154;0.11;2.72;6.98;20
21/12/2023;13:31:10;156;0.11;2.72;7.10;20
21/12/2023;13:31:12;158;0.17;2.72;7.72;30
21/12/2023;13:31:14;160;0.00;2.69;7.09;30
21/12/2023;13:31:17;162;0.17;2.70;7.08;30
21/12/2023;13:31:19;164;0.17;2.70;7.03;30
21/12/2023;13:31:22;166;0.17;2.69;6.99;30
