Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
21/12/2023;14:01:34;0;0.64;2.71;10.50;10
21/12/2023;14:01:37;2;0.64;2.92;10.07;10
21/12/2023;14:01:39;4;0.64;2.89;10.06;10
21/12/2023;14:01:41;6;0.64;2.87;10.07;10
21/12/2023;14:01:43;8;0.64;2.85;10.07;10
21/12/2023;14:01:46;10;0.58;2.84;10.06;10
21/12/2023;14:01:48;12;0.17;2.84;10.07;10
21/12/2023;14:01:50;14;0.17;2.83;10.07;10
21/12/2023;14:01:53;16;0.11;2.83;10.07;10
21/12/2023;14:01:55;18;0.11;2.82;10.07;10
21/12/2023;14:01:57;20;0.11;2.83;10.07;10
21/12/2023;14:02:00;22;0.11;2.82;10.07;10
21/12/2023;14:02:02;24;0.17;2.82;10.07;10
21/12/2023;14:02:04;26;0.11;2.82;10.07;10
21/12/2023;14:02:06;28;0.11;2.80;10.07;10
21/12/2023;14:02:09;30;0.17;2.80;10.07;10
21/12/2023;14:02:11;32;0.11;2.80;10.06;10
21/12/2023;14:02:13;34;0.11;2.78;10.07;10
21/12/2023;14:02:16;36;0.11;2.75;10.07;10
21/12/2023;14:02:18;38;0.11;2.75;10.06;10
21/12/2023;14:02:20;40;0.11;2.75;10.07;10
21/12/2023;14:02:23;42;0.00;2.75;10.07;10
21/12/2023;14:02:25;44;0.11;2.75;10.07;10
21/12/2023;14:02:27;46;0.11;2.74;10.08;10
21/12/2023;14:02:29;48;0.17;2.74;10.06;10
21/12/2023;14:02:32;50;0.00;2.72;10.08;10
21/12/2023;14:02:34;52;0.11;2.74;10.07;10
21/12/2023;14:02:36;54;0.11;2.72;10.07;10
21/12/2023;14:02:39;56;0.11;2.72;10.07;10
21/12/2023;14:02:41;58;0.00;2.72;10.03;10
21/12/2023;14:02:43;60;0.11;2.67;10.05;20
21/12/2023;14:02:46;62;0.17;2.67;10.07;20
21/12/2023;14:02:48;64;0.22;2.69;10.07;20
21/12/2023;14:02:50;66;0.00;2.69;10.07;20
21/12/2023;14:02:52;68;0.17;2.67;10.07;20
21/12/2023;14:02:55;70;0.22;2.69;10.07;20
21/12/2023;14:02:57;72;0.22;2.71;10.06;20
21/12/2023;14:02:59;74;0.17;2.69;10.07;20
21/12/2023;14:03:02;76;0.00;2.70;10.07;20
21/12/2023;14:03:04;78;0.22;2.70;10.06;20
21/12/2023;14:03:06;80;0.22;2.69;10.07;20
21/12/2023;14:03:09;82;0.17;2.69;10.08;20
21/12/2023;14:03:11;84;0.00;2.69;10.07;20
21/12/2023;14:03:13;86;0.22;2.69;10.06;20
21/12/2023;14:03:15;88;0.22;2.69;10.06;20
21/12/2023;14:03:18;90;0.17;2.69;10.07;20
21/12/2023;14:03:20;92;0.00;2.67;10.08;20
21/12/2023;14:03:22;94;0.22;2.69;10.06;20
21/12/2023;14:03:25;96;0.22;2.69;10.07;20
21/12/2023;14:03:27;98;0.17;2.67;10.07;20
21/12/2023;14:03:29;100;0.00;2.69;10.08;20
21/12/2023;14:03:32;102;0.22;2.66;10.07;20
21/12/2023;14:03:34;104;0.22;2.67;10.07;20
21/12/2023;14:03:36;106;0.17;2.67;10.08;20
21/12/2023;14:03:38;108;0.00;2.67;10.06;20
21/12/2023;14:03:41;110;0.22;2.65;10.06;30
21/12/2023;14:03:43;112;0.22;2.62;10.07;30
21/12/2023;14:03:45;114;0.28;2.65;10.07;30
21/12/2023;14:03:48;116;0.22;2.63;10.09;30
21/12/2023;14:03:50;118;0.00;2.65;10.06;30
21/12/2023;14:03:52;120;0.28;2.61;10.07;30
21/12/2023;14:03:54;122;0.22;2.63;10.08;30
21/12/2023;14:03:57;124;0.28;2.65;10.06;30
21/12/2023;14:03:59;126;0.00;2.63;10.06;30
21/12/2023;14:04:01;128;0.28;2.62;10.06;30
21/12/2023;14:04:04;130;0.28;2.62;10.05;30
21/12/2023;14:04:06;132;0.22;2.63;10.06;30
21/12/2023;14:04:08;134;0.00;2.62;10.06;30
21/12/2023;14:04:11;136;0.28;2.65;10.07;30
21/12/2023;14:04:13;138;0.28;2.65;10.06;30
21/12/2023;14:04:15;140;0.22;2.63;10.09;30
21/12/2023;14:04:17;142;0.00;2.66;10.07;30
21/12/2023;14:04:20;144;0.28;2.66;10.07;30
21/12/2023;14:04:22;146;0.22;2.65;10.09;30
