Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
20/12/2023;16:15:06;0;0;2.93;10.07;7.81
20/12/2023;16:15:08;2;0.69;2.85;10.07;7.82
20/12/2023;16:15:10;4;0.69;2.84;10.07;7.81
20/12/2023;16:15:13;6;0.62;2.76;10.07;7.81
20/12/2023;16:15:15;8;0;2.75;10.07;7.82
20/12/2023;16:15:17;10;0.62;2.8;10.07;7.81
20/12/2023;16:15:20;12;0.62;2.78;10.07;7.81
20/12/2023;16:15:22;14;0.56;2.78;10.07;7.82
20/12/2023;16:15:24;16;0;2.8;10.07;7.81
20/12/2023;16:15:27;18;0.62;2.82;10.07;7.81
20/12/2023;16:15:29;20;0.62;2.74;10.07;7.82
20/12/2023;16:15:31;22;0.62;2.79;10.07;16.02
20/12/2023;16:15:33;24;0;2.72;10.07;16.01
20/12/2023;16:15:36;26;0.62;2.72;10.07;16.02
20/12/2023;16:15:38;28;0.62;2.74;10.07;16.02
20/12/2023;16:15:40;30;0.56;2.78;10.07;16.02
20/12/2023;16:15:43;32;0.62;2.74;10.07;16.02
20/12/2023;16:15:45;34;0;2.72;10.07;16.01
20/12/2023;16:15:47;36;0.62;2.74;10.07;16.02
20/12/2023;16:15:50;38;0.56;2.78;10.07;16.01
20/12/2023;16:15:52;40;0.62;2.76;10.07;16.02
20/12/2023;16:15:54;42;0;2.76;10.07;16.02
20/12/2023;16:15:56;44;0.62;2.78;10.07;16.02
20/12/2023;16:15:59;46;0.62;2.78;10.07;16.02
20/12/2023;16:16:01;48;0.56;2.76;62.82;99.98
20/12/2023;16:16:03;50;0;2.78;62.84;99.98
20/12/2023;16:16:05;52;0.62;2.76;11.98;0.02
20/12/2023;16:16:08;54;0.62;2.79;10.07;23.83
20/12/2023;16:16:10;56;0.56;2.74;10.07;23.83
20/12/2023;16:16:12;58;0;2.74;10.07;23.83
20/12/2023;16:16:15;60;0.56;2.72;10.07;23.83
20/12/2023;16:16:17;62;0.56;2.7;10.07;23.83
20/12/2023;16:16:19;64;0.56;2.74;10.07;23.83
20/12/2023;16:16:21;66;0;2.7;10.07;23.83
20/12/2023;16:16:24;68;0.56;2.72;10.07;23.83
20/12/2023;16:16:26;70;0.56;2.78;10.07;23.83
