Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
22/12/2023;15:53:16;0;0.27;3.11;10.12;7.81
22/12/2023;15:53:19;2;0.41;3.13;10.07;7.81
22/12/2023;15:53:21;4;0.00;3.14;10.07;7.81
22/12/2023;15:53:24;6;0.00;3.15;10.07;7.81
22/12/2023;15:53:28;8;0.00;3.15;10.07;7.81
22/12/2023;15:53:30;10;0.00;3.15;10.07;7.81
22/12/2023;15:53:32;12;0.00;3.14;10.07;7.81
22/12/2023;15:53:35;14;0.61;3.11;10.07;7.81
22/12/2023;15:53:37;16;0.61;3.15;10.07;7.81
22/12/2023;15:53:39;18;0.66;3.14;10.07;7.81
22/12/2023;15:53:41;20;0.00;3.14;10.07;7.81
22/12/2023;15:53:44;22;0.61;3.14;10.07;7.81
22/12/2023;15:53:46;24;0.66;3.17;10.07;7.81
22/12/2023;15:53:48;26;0.61;3.17;10.07;7.81
22/12/2023;15:53:51;28;0.00;3.15;10.07;7.81
22/12/2023;15:53:53;30;0.66;3.13;10.07;7.81
22/12/2023;15:53:55;32;0.61;3.15;10.07;7.81
22/12/2023;15:53:58;34;0.66;3.13;10.07;7.81
22/12/2023;15:54:00;36;0.61;3.17;10.07;7.81
22/12/2023;15:54:02;38;0.00;3.15;10.07;7.81
22/12/2023;15:54:04;40;0.66;3.15;10.07;7.81
22/12/2023;15:54:07;42;0.61;3.15;10.07;7.81
22/12/2023;15:54:09;44;0.66;3.14;10.07;7.81
22/12/2023;15:54:11;46;0.00;3.13;10.07;7.81
22/12/2023;15:54:14;48;0.61;3.13;10.07;7.81
22/12/2023;15:54:16;50;0.61;3.11;10.07;7.81
22/12/2023;15:54:18;52;0.66;3.13;10.07;7.81
22/12/2023;15:54:21;54;0.00;3.11;10.07;7.81
22/12/2023;15:54:23;56;0.66;3.14;10.07;7.81
22/12/2023;15:54:25;58;0.61;3.13;10.07;7.81
22/12/2023;15:54:27;60;0.61;3.11;10.07;7.81
22/12/2023;15:54:30;62;0.00;3.11;10.07;7.81
22/12/2023;15:54:32;64;0.61;3.11;10.07;7.81
22/12/2023;15:54:34;66;0.66;3.13;10.07;7.81
22/12/2023;15:54:37;68;0.61;3.11;10.07;7.81
22/12/2023;15:54:39;70;0.00;3.14;10.07;7.81
22/12/2023;15:54:41;72;0.66;3.10;10.07;7.81
22/12/2023;15:54:44;74;0.61;3.14;10.07;7.81
22/12/2023;15:54:46;76;0.61;3.10;10.07;7.81
22/12/2023;15:54:48;78;0.66;3.10;10.07;7.81
22/12/2023;15:54:50;80;0.00;3.09;10.07;7.81
22/12/2023;15:54:53;82;0.61;3.13;10.07;7.81
22/12/2023;15:54:55;84;0.66;3.10;10.07;7.81
22/12/2023;15:54:57;86;0.61;3.11;10.07;7.81
22/12/2023;15:55:00;88;0.00;3.13;10.07;7.81
22/12/2023;15:55:02;90;0.61;3.09;10.07;7.81
22/12/2023;15:55:04;92;0.66;3.11;10.07;7.81
22/12/2023;15:55:07;94;0.61;3.11;10.07;7.81
22/12/2023;15:55:09;96;0.00;3.10;10.07;7.81
22/12/2023;15:55:11;98;0.61;3.11;10.07;7.81
22/12/2023;15:55:13;100;0.66;3.10;10.07;7.81
22/12/2023;15:55:16;102;0.61;3.13;10.07;7.81
22/12/2023;15:55:18;104;0.00;3.14;10.07;7.81
22/12/2023;15:55:20;106;0.61;3.14;10.07;7.81
22/12/2023;15:55:23;108;0.66;3.13;10.07;7.81
22/12/2023;15:55:25;110;0.61;3.13;10.07;7.81
22/12/2023;15:55:27;112;0.66;3.13;10.07;7.81
22/12/2023;15:55:30;114;0.00;3.22;10.07;16.02
22/12/2023;15:55:32;116;0.61;3.24;10.07;16.02
22/12/2023;15:55:34;118;0.56;3.22;10.07;16.02
22/12/2023;15:55:37;120;0.61;3.22;10.07;16.02
22/12/2023;15:55:39;122;0.00;3.24;10.07;16.02
22/12/2023;15:55:41;124;0.56;3.23;10.07;16.02
22/12/2023;15:55:43;126;0.61;3.24;10.07;16.02
22/12/2023;15:55:46;128;0.61;3.31;10.07;16.02
22/12/2023;15:55:48;130;0.00;3.30;10.07;16.02
22/12/2023;15:55:50;132;0.56;3.31;10.07;16.02
22/12/2023;15:55:53;134;0.61;3.35;10.07;16.02
22/12/2023;15:55:55;136;0.61;3.38;10.07;16.02
22/12/2023;15:55:57;138;0.00;3.41;10.07;16.02
22/12/2023;15:56:00;140;0.66;3.41;10.07;16.02
22/12/2023;15:56:02;142;0.61;3.45;10.07;16.02
22/12/2023;15:56:04;144;0.66;3.45;10.07;16.02
22/12/2023;15:56:06;146;0.00;3.45;10.07;16.02
22/12/2023;15:56:09;148;0.61;3.49;10.07;16.02
22/12/2023;15:56:11;150;0.66;3.49;10.07;16.02
22/12/2023;15:56:13;152;0.61;3.44;10.07;16.02
22/12/2023;15:56:16;154;0.66;3.48;10.07;16.02
22/12/2023;15:56:18;156;0.00;3.47;10.07;16.02
22/12/2023;15:56:20;158;0.61;3.49;10.07;16.02
22/12/2023;15:56:23;160;0.66;3.49;10.07;16.02
22/12/2023;15:56:25;162;0.61;3.45;10.07;16.02
22/12/2023;15:56:27;164;0.00;3.47;10.07;16.02
22/12/2023;15:56:29;166;0.66;3.47;10.07;16.02
22/12/2023;15:56:32;168;0.66;3.51;10.07;16.02
22/12/2023;15:56:34;170;0.66;3.51;10.07;16.02
22/12/2023;15:56:36;172;0.00;3.49;10.07;16.02
22/12/2023;15:56:39;174;0.61;3.49;10.07;16.02
22/12/2023;15:56:41;176;0.66;3.51;10.07;23.83
22/12/2023;15:56:43;178;0.61;3.52;10.07;23.83
22/12/2023;15:56:46;180;0.00;3.52;10.07;23.83
22/12/2023;15:56:48;182;0.61;3.52;10.07;23.83
22/12/2023;15:56:50;184;0.61;3.51;10.07;23.83
22/12/2023;15:56:52;186;0.61;3.49;10.07;23.83
22/12/2023;15:56:55;188;0.00;3.49;10.07;23.83
22/12/2023;15:56:57;190;0.61;3.48;10.07;23.83
22/12/2023;15:56:59;192;0.61;3.45;10.07;23.83
22/12/2023;15:57:02;194;0.61;3.47;10.07;23.83
22/12/2023;15:57:04;196;0.61;3.49;10.07;23.83
22/12/2023;15:57:06;198;0.00;3.47;10.07;23.83
22/12/2023;15:57:09;200;0.61;3.48;10.07;23.83
22/12/2023;15:57:11;202;0.61;3.48;10.07;23.83
22/12/2023;15:57:13;204;0.61;3.48;10.07;23.83
22/12/2023;15:57:15;206;0.00;3.45;10.07;23.83
22/12/2023;15:57:18;208;0.56;3.49;10.07;23.83
22/12/2023;15:57:20;210;0.61;3.52;10.07;23.83
22/12/2023;15:57:22;212;0.61;3.49;10.07;23.83
22/12/2023;15:57:25;214;0.00;3.49;10.07;23.83
22/12/2023;15:57:27;216;0.61;3.47;10.07;23.83
22/12/2023;15:57:29;218;0.61;3.52;10.07;23.83
22/12/2023;15:57:32;220;0.61;3.52;10.07;23.83
22/12/2023;15:57:34;222;0.00;3.53;10.07;23.83
22/12/2023;15:57:36;224;0.61;3.53;10.07;23.83
22/12/2023;15:57:38;226;0.61;3.49;10.07;23.83
22/12/2023;15:57:41;228;0.61;3.52;10.07;23.83
22/12/2023;15:57:43;230;0.00;3.56;10.07;32.03
22/12/2023;15:57:45;232;0.56;3.57;10.07;32.03
22/12/2023;15:57:48;234;0.61;3.54;10.07;32.03
22/12/2023;15:57:50;236;0.56;3.56;10.07;32.03
22/12/2023;15:57:52;238;0.61;3.53;10.07;32.03
22/12/2023;15:57:55;240;0.00;3.53;10.07;32.03
22/12/2023;15:57:57;242;0.61;3.49;10.07;32.03
22/12/2023;15:57:59;244;0.56;3.40;10.07;32.03
22/12/2023;15:58:01;246;0.56;3.43;10.07;32.03
22/12/2023;15:58:04;248;0.00;3.41;10.07;32.03
22/12/2023;15:58:06;250;0.61;3.43;10.07;32.03
22/12/2023;15:58:08;252;0.56;3.41;10.07;32.03
22/12/2023;15:58:11;254;0.56;3.41;10.07;32.03
22/12/2023;15:58:13;256;0.00;3.43;10.07;32.03
22/12/2023;15:58:15;258;0.56;3.40;10.07;32.03
22/12/2023;15:58:18;260;0.56;3.43;10.07;32.03
22/12/2023;15:58:20;262;0.61;3.41;10.07;32.03
22/12/2023;15:58:22;264;0.00;3.43;10.07;32.03
22/12/2023;15:58:24;266;0.56;3.44;10.07;32.03
22/12/2023;15:58:27;268;0.56;3.41;10.07;32.03
22/12/2023;15:58:29;270;0.56;3.45;10.07;32.03
22/12/2023;15:58:31;272;0.61;3.43;10.07;32.03
22/12/2023;15:58:34;274;0.00;3.40;10.07;32.03
22/12/2023;15:58:36;276;0.56;3.41;10.07;32.03
22/12/2023;15:58:38;278;0.56;3.41;10.07;32.03
22/12/2023;15:58:41;280;0.56;3.39;10.07;32.03
22/12/2023;15:58:43;282;0.00;3.40;10.07;32.03
22/12/2023;15:58:45;284;0.56;3.39;10.07;32.03
22/12/2023;15:58:47;286;0.56;3.41;10.07;32.03
22/12/2023;15:58:50;288;0.56;3.34;10.07;32.03
22/12/2023;15:58:52;290;0.00;3.43;10.07;32.03
22/12/2023;15:58:54;292;0.56;3.39;10.07;32.03
22/12/2023;15:58:57;294;0.56;3.40;10.07;32.03
22/12/2023;15:58:59;296;0.61;3.41;10.07;32.03
22/12/2023;15:59:01;298;0.00;3.43;10.07;32.03
22/12/2023;15:59:04;300;0.56;3.40;10.07;32.03
22/12/2023;15:59:06;302;0.56;3.41;10.07;32.03
22/12/2023;15:59:08;304;0.56;3.40;10.07;32.03
22/12/2023;15:59:11;306;0.00;3.40;10.07;32.03
22/12/2023;15:59:13;308;0.56;3.41;10.07;32.03
22/12/2023;15:59:15;310;0.56;3.41;10.07;32.03
22/12/2023;15:59:17;312;0.56;3.39;10.07;32.03
22/12/2023;15:59:20;314;0.56;3.40;10.07;32.03
22/12/2023;15:59:22;316;0.00;3.38;10.07;39.84
22/12/2023;15:59:24;318;0.56;3.48;10.07;39.84
22/12/2023;15:59:27;320;0.51;3.45;10.07;39.84
22/12/2023;15:59:29;322;0.56;3.47;10.07;39.84
22/12/2023;15:59:31;324;0.00;3.43;10.07;39.84
22/12/2023;15:59:34;326;0.51;3.47;10.07;39.84
22/12/2023;15:59:36;328;0.51;3.43;10.07;39.84
22/12/2023;15:59:38;330;0.56;3.44;10.07;39.84
22/12/2023;15:59:41;332;0.00;3.44;10.07;39.84
22/12/2023;15:59:43;334;0.51;3.45;10.07;39.84
22/12/2023;15:59:45;336;0.56;3.43;10.07;39.84
22/12/2023;15:59:47;338;0.51;3.47;10.07;39.84
22/12/2023;15:59:50;340;0.00;3.44;10.07;39.84
22/12/2023;15:59:52;342;0.56;3.44;10.07;39.84
22/12/2023;15:59:54;344;0.51;3.44;10.07;39.84
22/12/2023;15:59:57;346;0.56;3.43;10.07;39.84
