Data;hora;Tempo(s);Vazão(L/min);Pressão(bar);Frequência(hz);DutyCycle (%)
22/12/2023;15:42:26;0;0.61;3.35;7.04;7.81
22/12/2023;15:42:29;2;0.71;3.44;7.04;7.81
22/12/2023;15:42:31;4;0.00;3.44;7.06;7.81
22/12/2023;15:42:34;6;0.66;3.47;7.05;7.81
22/12/2023;15:42:36;8;0.71;3.44;7.05;7.81
22/12/2023;15:42:39;10;0.66;3.47;7.05;7.81
22/12/2023;15:42:41;12;0.71;3.45;7.05;7.81
22/12/2023;15:42:43;14;0.00;3.48;7.04;7.81
22/12/2023;15:42:46;16;0.66;3.47;7.03;7.81
22/12/2023;15:42:48;18;0.71;3.41;7.05;7.81
22/12/2023;15:42:51;20;0.66;3.43;7.05;7.81
22/12/2023;15:42:53;22;0.71;3.47;7.06;7.81
22/12/2023;15:42:56;24;0.00;3.47;7.04;7.81
22/12/2023;15:42:58;26;0.71;3.41;7.04;7.81
22/12/2023;15:43:00;28;0.66;3.43;7.05;7.81
22/12/2023;15:43:03;30;0.71;3.43;7.05;7.81
22/12/2023;15:43:05;32;0.66;3.41;7.04;7.81
22/12/2023;15:43:08;34;0.00;3.48;7.04;7.81
22/12/2023;15:43:10;36;0.71;3.41;7.05;7.81
22/12/2023;15:43:13;38;0.66;3.45;7.05;7.81
22/12/2023;15:43:15;40;0.71;3.43;7.05;7.81
22/12/2023;15:43:17;42;0.71;3.43;7.03;7.81
22/12/2023;15:43:20;44;0.00;3.41;7.05;16.02
22/12/2023;15:43:22;46;0.66;3.47;7.05;16.03
22/12/2023;15:43:25;48;0.71;3.53;7.11;16.04
22/12/2023;15:43:27;50;0.66;3.58;7.08;16.05
22/12/2023;15:43:30;52;0.66;3.56;7.00;16.06
22/12/2023;15:43:32;54;0.00;3.56;7.03;16.07
22/12/2023;15:43:34;56;0.66;3.54;7.09;16.08
22/12/2023;15:43:37;58;0.66;3.53;7.06;16.09
22/12/2023;15:43:39;60;0.71;3.48;6.99;16.10
22/12/2023;15:43:42;62;0.61;3.47;7.03;16.11
22/12/2023;15:43:44;64;0.66;3.47;7.12;16.12
22/12/2023;15:43:47;66;0.00;3.47;7.04;16.13
22/12/2023;15:43:49;68;0.66;3.43;7.00;16.14
22/12/2023;15:43:51;70;0.61;3.41;7.03;16.15
22/12/2023;15:43:54;72;0.66;3.47;7.10;16.16
22/12/2023;15:43:56;74;0.61;3.44;7.05;16.17
22/12/2023;15:43:59;76;0.00;3.45;6.97;16.18
22/12/2023;15:44:01;78;0.66;3.43;7.06;16.19
22/12/2023;15:44:04;80;0.66;3.47;7.10;16.20
22/12/2023;15:44:06;82;0.66;3.45;7.01;16.21
22/12/2023;15:44:08;84;0.61;3.44;7.00;16.22
22/12/2023;15:44:11;86;0.00;3.48;7.06;16.23
22/12/2023;15:44:13;88;0.66;3.41;7.10;16.24
